sender_account,receiver_account,transaction_amount,timestamp,is_fraud
N_000443,N_001609,4806.78,2023-04-16 21:00:00,0
N_000006,M_ACT_000054,100.0,2023-04-16 21:00:00,1
N_000687,N_001704,864.84,2023-04-16 21:00:00,0
M_ACT_000543,N_001956,50.0,2023-04-16 21:00:00,1
N_001486,N_000825,5000.0,2023-04-16 21:00:00,0
N_001188,N_001936,1757.69,2023-04-16 22:00:00,0
N_001504,N_000290,578.79,2023-04-16 22:00:00,0
N_000025,M_ACT_000216,200.0,2023-04-16 22:00:00,1
M_ACT_000543,N_001998,500.0,2023-04-16 22:00:00,1
N_000857,N_000310,126.32,2023-04-16 22:00:00,0
N_000087,N_000941,4102.72,2023-04-16 22:00:00,0
N_000032,M_REC_000021,68.47,2023-04-16 22:00:00,1
N_000110,N_000709,5000.0,2023-04-16 22:00:00,0
N_000020,M_REC_000290,178.18,2023-04-16 22:00:00,1
N_000170,N_001411,289.63,2023-04-16 23:00:00,0
N_000038,M_REC_000302,51.71,2023-04-16 23:00:00,1
N_000607,N_001533,108.25,2023-04-16 23:00:00,0
N_000947,N_001605,5000.0,2023-04-16 23:00:00,0
N_000895,N_000369,5000.0,2023-04-17 00:00:00,0
N_000004,M_EXT_000599,223.85,2023-04-17 00:00:00,1
N_000037,M_LAU_000091,32352.07,2023-04-17 00:00:00,1
N_001966,N_001484,3062.94,2023-04-17 00:00:00,0
N_000037,M_EXT_000194,610.64,2023-04-17 00:00:00,1
N_000040,M_EXT_000461,2000.0,2023-04-17 00:00:00,1
N_000241,N_000936,84.39,2023-04-17 00:00:00,0
N_000029,M_EXT_000365,2000.0,2023-04-17 00:00:00,1
N_000969,N_000267,392.55,2023-04-17 00:00:00,0
N_001879,N_000492,2148.91,2023-04-17 00:00:00,0
N_000033,M_LAU_000393,43947.08,2023-04-17 00:00:00,1
N_000040,M_EXT_000374,187.28,2023-04-17 00:00:00,1
N_000047,M_ACT_000163,500.0,2023-04-17 00:00:00,1
N_000004,M_EXT_000049,337.1,2023-04-17 00:00:00,1
N_000031,M_EXT_000173,2000.0,2023-04-17 00:00:00,1
N_000009,M_LAU_000022,23624.18,2023-04-17 00:00:00,1
N_000025,M_ACT_000292,100.0,2023-04-17 00:00:00,1
N_000011,M_EXT_000493,1234.54,2023-04-17 00:00:00,1
N_000047,M_EXT_000106,407.51,2023-04-17 00:00:00,1
N_000024,M_EXT_000022,251.93,2023-04-17 00:00:00,1
N_000046,M_EXT_000443,2000.0,2023-04-17 00:00:00,1
N_000048,M_ACT_000324,500.0,2023-04-17 00:00:00,1
N_000042,M_EXT_000103,425.35,2023-04-17 00:00:00,1
N_000007,M_LAU_000074,24166.09,2023-04-17 00:00:00,1
N_000032,M_EXT_000466,181.31,2023-04-17 00:00:00,1
N_000033,M_LAU_000545,49027.81,2023-04-17 00:00:00,1
N_000008,M_LAU_000447,33882.24,2023-04-17 00:00:00,1
N_000014,M_EXT_000387,1273.06,2023-04-17 00:00:00,1
N_000021,M_EXT_000497,100.0,2023-04-17 00:00:00,1
N_000049,M_LAU_000142,21525.01,2023-04-17 00:00:00,1
N_000011,M_EXT_000467,149.68,2023-04-17 00:00:00,1
N_000021,M_EXT_000448,100.0,2023-04-17 00:00:00,1
N_000014,M_EXT_000296,1610.17,2023-04-17 00:00:00,1
N_000034,M_ACT_000054,100.0,2023-04-17 00:00:00,1
N_000001,M_EXT_000005,259.91,2023-04-17 00:00:00,1
N_000030,M_EXT_000302,137.21,2023-04-17 00:00:00,1
N_000026,M_LAU_000396,27561.78,2023-04-17 00:00:00,1
N_000032,M_EXT_000023,100.0,2023-04-17 00:00:00,1
N_000039,M_LAU_000407,46084.5,2023-04-17 00:00:00,1
N_000038,M_ACT_000324,500.0,2023-04-17 01:00:00,1
M_LAU_000545,N_001974,7824.56,2023-04-17 01:00:00,1
N_000494,N_000008,1831.96,2023-04-17 01:00:00,0
M_ACT_000543,N_001960,50.0,2023-04-17 01:00:00,1
N_000003,M_REC_000556,128.63,2023-04-17 01:00:00,1
N_000006,M_ACT_000292,100.0,2023-04-17 01:00:00,1
N_001243,N_000895,5000.0,2023-04-17 01:00:00,0
N_000017,M_REC_000256,11.98,2023-04-17 01:00:00,1
M_LAU_000022,N_001952,2839.78,2023-04-17 01:00:00,1
N_000017,M_ACT_000515,500.0,2023-04-17 01:00:00,1
N_000354,N_001883,1098.35,2023-04-17 01:00:00,0
N_000692,N_000220,1495.12,2023-04-17 01:00:00,0
N_001228,N_000063,1548.69,2023-04-17 02:00:00,0
M_ACT_000515,N_001979,500.0,2023-04-17 02:00:00,1
N_001863,N_001366,5000.0,2023-04-17 02:00:00,0
N_001855,N_000809,798.69,2023-04-17 02:00:00,0
N_001448,N_000663,419.08,2023-04-17 02:00:00,0
N_001259,N_000582,378.34,2023-04-17 02:00:00,0
N_001802,N_000288,177.09,2023-04-17 02:00:00,0
N_001920,N_000550,3118.73,2023-04-17 02:00:00,0
M_LAU_000447,N_001964,5229.23,2023-04-17 02:00:00,1
M_LAU_000396,N_001989,4394.75,2023-04-17 02:00:00,1
M_LAU_000022,N_001983,2863.8,2023-04-17 02:00:00,1
M_LAU_000447,N_001958,5121.97,2023-04-17 02:00:00,1
M_LAU_000091,N_001999,7839.33,2023-04-17 02:00:00,1
N_000014,M_REC_000536,73.98,2023-04-17 02:00:00,1
M_LAU_000142,N_001997,7042.25,2023-04-17 02:00:00,1
N_001417,N_001024,260.35,2023-04-17 03:00:00,0
N_000685,N_001594,488.39,2023-04-17 03:00:00,0
N_000040,M_ACT_000249,100.0,2023-04-17 03:00:00,1
N_001667,N_001047,1309.32,2023-04-17 03:00:00,0
N_000029,M_REC_000475,31.96,2023-04-17 03:00:00,1
N_000149,N_000314,1257.34,2023-04-17 03:00:00,0
M_LAU_000407,N_001993,7205.98,2023-04-17 03:00:00,1
N_000017,M_REC_000385,160.23,2023-04-17 03:00:00,1
M_LAU_000074,N_001955,3109.13,2023-04-17 03:00:00,1
M_LAU_000074,N_001960,3178.64,2023-04-17 03:00:00,1
M_LAU_000447,N_001997,5309.36,2023-04-17 03:00:00,1
M_ACT_000216,N_001962,200.0,2023-04-17 03:00:00,1
M_LAU_000447,N_001969,5138.17,2023-04-17 03:00:00,1
M_LAU_000022,N_001970,2685.56,2023-04-17 03:00:00,1
N_000030,M_ACT_000597,50.0,2023-04-17 03:00:00,1
N_001649,N_000936,76.6,2023-04-17 03:00:00,0
M_LAU_000407,N_001965,7407.98,2023-04-17 03:00:00,1
N_001775,N_001542,2875.37,2023-04-17 03:00:00,0
M_LAU_000545,N_001984,7470.65,2023-04-17 03:00:00,1
N_001173,N_001444,458.76,2023-04-17 03:00:00,0
N_000023,M_REC_000440,55.13,2023-04-17 04:00:00,1
N_001874,N_001224,46.94,2023-04-17 04:00:00,0
M_LAU_000393,N_001958,8598.28,2023-04-17 04:00:00,1
N_001824,N_001704,5000.0,2023-04-17 04:00:00,0
N_001815,N_001713,1077.06,2023-04-17 04:00:00,0
M_LAU_000142,N_001957,6865.02,2023-04-17 04:00:00,1
N_000088,N_001956,33.01,2023-04-17 04:00:00,0
M_LAU_000396,N_001981,4195.59,2023-04-17 04:00:00,1
M_LAU_000393,N_001983,8604.49,2023-04-17 04:00:00,1
N_001828,N_000589,12.85,2023-04-17 05:00:00,0
N_001298,N_000109,798.28,2023-04-17 05:00:00,0
N_001318,N_000721,467.6,2023-04-17 05:00:00,0
N_000289,N_001551,626.1,2023-04-17 05:00:00,0
M_LAU_000074,N_001976,3198.93,2023-04-17 05:00:00,1
N_000000,M_REC_000541,108.39,2023-04-17 05:00:00,1
N_000029,M_ACT_000132,200.0,2023-04-17 05:00:00,1
N_000010,M_REC_000196,28.53,2023-04-17 05:00:00,1
N_001001,N_000585,1941.54,2023-04-17 05:00:00,0
N_000761,N_001264,264.17,2023-04-17 05:00:00,0
N_000492,N_001168,1016.18,2023-04-17 05:00:00,0
N_001872,N_000559,5000.0,2023-04-17 05:00:00,0
M_LAU_000393,N_001982,8170.89,2023-04-17 05:00:00,1
N_000821,N_001975,436.91,2023-04-17 06:00:00,0
N_000025,M_ACT_000132,200.0,2023-04-17 06:00:00,1
N_000035,M_REC_000073,182.48,2023-04-17 06:00:00,1
M_LAU_000091,N_001959,7428.61,2023-04-17 06:00:00,1
M_ACT_000324,N_001976,500.0,2023-04-17 06:00:00,1
N_000035,M_REC_000543,76.05,2023-04-17 06:00:00,1
N_000507,N_000459,14.25,2023-04-17 06:00:00,0
N_000012,M_ACT_000515,500.0,2023-04-17 06:00:00,1
M_LAU_000545,N_001983,7973.78,2023-04-17 06:00:00,1
N_000362,N_001991,922.88,2023-04-17 06:00:00,0
N_000035,M_ACT_000549,500.0,2023-04-17 06:00:00,1
M_LAU_000396,N_001959,4364.1,2023-04-17 06:00:00,1
N_000933,N_001841,376.91,2023-04-17 06:00:00,0
N_000002,M_REC_000455,84.38,2023-04-17 07:00:00,1
N_001405,N_000465,779.12,2023-04-17 07:00:00,0
M_LAU_000396,N_001976,4224.86,2023-04-17 07:00:00,1
M_LAU_000142,N_001984,6611.79,2023-04-17 07:00:00,1
M_LAU_000091,N_001970,7843.13,2023-04-17 07:00:00,1
M_LAU_000545,N_001993,7512.38,2023-04-17 07:00:00,1
M_LAU_000407,N_001987,7229.36,2023-04-17 07:00:00,1
M_LAU_000022,N_001974,2930.16,2023-04-17 07:00:00,1
N_000733,N_000322,5000.0,2023-04-17 07:00:00,0
N_001942,N_001370,170.03,2023-04-17 07:00:00,0
N_000915,N_000757,1156.09,2023-04-17 07:00:00,0
N_000037,M_REC_000044,79.13,2023-04-17 08:00:00,1
M_LAU_000022,N_001993,2703.56,2023-04-17 08:00:00,1
N_000006,M_REC_000555,194.75,2023-04-17 08:00:00,1
N_000863,N_000424,316.42,2023-04-17 08:00:00,0
N_001948,N_000208,579.28,2023-04-17 09:00:00,0
M_LAU_000396,N_001982,4456.51,2023-04-17 09:00:00,1
M_LAU_000545,N_001987,7601.3,2023-04-17 09:00:00,1
N_000009,M_ACT_000427,50.0,2023-04-17 09:00:00,1
N_001625,N_001913,231.2,2023-04-17 09:00:00,0
N_001453,N_001311,24.62,2023-04-17 09:00:00,0
N_000865,N_001531,5000.0,2023-04-17 09:00:00,0
M_LAU_000447,N_001967,5588.36,2023-04-17 09:00:00,1
N_000023,M_REC_000089,153.03,2023-04-17 09:00:00,1
M_LAU_000074,N_001952,3176.81,2023-04-17 09:00:00,1
N_001015,N_000198,1958.28,2023-04-17 09:00:00,0
N_000010,M_REC_000429,120.79,2023-04-17 09:00:00,1
M_LAU_000393,N_001958,8010.99,2023-04-17 09:00:00,1
M_LAU_000022,N_001999,2934.25,2023-04-17 09:00:00,1
M_LAU_000022,N_001973,2767.74,2023-04-17 10:00:00,1
M_ACT_000549,N_001964,500.0,2023-04-17 10:00:00,1
N_000491,N_001747,2032.11,2023-04-17 10:00:00,0
N_000043,M_REC_000170,81.29,2023-04-17 10:00:00,1
M_ACT_000132,N_001959,200.0,2023-04-17 10:00:00,1
M_LAU_000545,N_001955,7760.64,2023-04-17 10:00:00,1
M_LAU_000407,N_001966,6999.13,2023-04-17 10:00:00,1
M_LAU_000074,N_001962,3341.99,2023-04-17 10:00:00,1
N_000179,N_001836,128.23,2023-04-17 10:00:00,0
N_001030,N_000191,258.82,2023-04-17 10:00:00,0
N_001443,N_001357,32.08,2023-04-17 10:00:00,0
N_000565,N_001582,261.67,2023-04-17 10:00:00,0
M_LAU_000393,N_001974,8776.29,2023-04-17 10:00:00,1
N_000043,M_ACT_000249,500.0,2023-04-17 11:00:00,1
N_000544,N_000762,1670.24,2023-04-17 11:00:00,0
N_001142,N_001522,13.72,2023-04-17 11:00:00,0
N_001972,N_001503,463.89,2023-04-17 11:00:00,0
N_000001,M_ACT_000249,200.0,2023-04-17 11:00:00,1
M_LAU_000407,N_001953,7142.05,2023-04-17 11:00:00,1
M_LAU_000396,N_001958,4136.56,2023-04-17 11:00:00,1
N_000460,N_001162,1320.39,2023-04-17 11:00:00,0
M_LAU_000407,N_001992,7440.81,2023-04-17 11:00:00,1
N_000034,M_REC_000004,98.69,2023-04-17 12:00:00,1
M_LAU_000022,N_001965,2780.8,2023-04-17 12:00:00,1
N_000023,M_ACT_000569,100.0,2023-04-17 12:00:00,1
M_LAU_000447,N_001983,5107.64,2023-04-17 12:00:00,1
N_001812,N_000754,816.81,2023-04-17 12:00:00,0
M_LAU_000091,N_001999,8081.65,2023-04-17 12:00:00,1
N_001975,N_000048,172.87,2023-04-17 12:00:00,0
N_000449,N_001962,464.1,2023-04-17 12:00:00,0
N_000550,N_001285,799.08,2023-04-17 12:00:00,0
M_LAU_000074,N_001987,3329.86,2023-04-17 12:00:00,1
N_001403,N_000246,425.45,2023-04-17 12:00:00,0
M_LAU_000074,N_001999,3272.41,2023-04-17 12:00:00,1
N_000438,N_000131,333.71,2023-04-17 13:00:00,0
N_001432,N_001987,77.24,2023-04-17 13:00:00,0
N_000007,M_ACT_000549,200.0,2023-04-17 13:00:00,1
N_001026,N_001571,5000.0,2023-04-17 13:00:00,0
N_000004,M_REC_000151,59.58,2023-04-17 13:00:00,1
N_000292,N_001686,2163.73,2023-04-17 13:00:00,0
N_001084,N_001150,1523.16,2023-04-17 13:00:00,0
N_000286,N_000625,117.88,2023-04-17 13:00:00,0
N_000525,N_001835,1138.12,2023-04-17 14:00:00,0
M_ACT_000427,N_001980,50.0,2023-04-17 14:00:00,1
N_001165,N_001409,426.36,2023-04-17 14:00:00,0
N_001730,N_000220,149.25,2023-04-17 14:00:00,0
N_000837,N_001241,107.3,2023-04-17 14:00:00,0
N_001698,N_001798,5000.0,2023-04-17 14:00:00,0
N_000281,N_001315,391.57,2023-04-17 14:00:00,0
N_000270,N_001051,4476.53,2023-04-17 14:00:00,0
N_000000,M_ACT_000292,50.0,2023-04-17 14:00:00,1
N_001078,N_001054,125.93,2023-04-17 14:00:00,0
N_001782,N_000091,1730.56,2023-04-17 15:00:00,0
N_000609,N_001012,51.59,2023-04-17 15:00:00,0
N_001203,N_000180,229.84,2023-04-17 15:00:00,0
N_000327,N_001750,46.99,2023-04-17 15:00:00,0
N_001180,N_001723,881.46,2023-04-17 15:00:00,0
N_000214,N_000650,1938.64,2023-04-17 15:00:00,0
N_001645,N_000443,371.27,2023-04-17 15:00:00,0
N_001007,N_000206,2078.0,2023-04-17 15:00:00,0
N_001444,N_000559,2478.46,2023-04-17 15:00:00,0
N_001636,N_001508,54.53,2023-04-17 15:00:00,0
N_000007,M_REC_000024,118.4,2023-04-17 15:00:00,1
N_000492,N_001904,150.91,2023-04-17 15:00:00,0
N_000016,M_REC_000591,130.14,2023-04-17 16:00:00,1
N_000000,M_REC_000350,117.74,2023-04-17 16:00:00,1
N_000039,M_REC_000585,81.14,2023-04-17 16:00:00,1
N_000607,N_000646,656.35,2023-04-17 17:00:00,0
N_001164,N_001237,286.38,2023-04-17 17:00:00,0
N_000016,M_ACT_000292,500.0,2023-04-17 17:00:00,1
N_000022,M_ACT_000292,200.0,2023-04-17 17:00:00,1
N_000043,M_ACT_000515,200.0,2023-04-17 18:00:00,1
N_000048,M_REC_000400,173.95,2023-04-17 18:00:00,1
N_000005,M_REC_000384,51.46,2023-04-17 18:00:00,1
N_000579,N_000293,1387.36,2023-04-17 18:00:00,0
N_001019,N_000894,3142.28,2023-04-17 18:00:00,0
N_000003,M_ACT_000439,100.0,2023-04-17 19:00:00,1
N_000242,N_001142,1332.12,2023-04-17 19:00:00,0
N_000039,M_REC_000138,159.46,2023-04-17 19:00:00,1
N_000010,M_REC_000434,34.44,2023-04-17 19:00:00,1
N_001814,N_000279,5000.0,2023-04-17 19:00:00,0
N_000708,N_000144,5000.0,2023-04-17 19:00:00,0
N_000001,M_REC_000156,119.31,2023-04-17 19:00:00,1
N_000551,N_001492,79.52,2023-04-17 19:00:00,0
N_001066,N_001621,175.4,2023-04-17 20:00:00,0
N_000036,M_REC_000503,34.55,2023-04-17 20:00:00,1
N_000033,M_ACT_000292,50.0,2023-04-17 20:00:00,1
N_000044,M_ACT_000543,100.0,2023-04-17 20:00:00,1
N_000044,M_ACT_000135,500.0,2023-04-17 20:00:00,1
N_000019,M_REC_000234,93.48,2023-04-17 20:00:00,1
N_000629,N_001717,1172.72,2023-04-17 21:00:00,0
N_000012,M_ACT_000549,50.0,2023-04-17 21:00:00,1
N_000040,M_REC_000509,94.83,2023-04-17 21:00:00,1
N_001225,N_000183,314.86,2023-04-17 21:00:00,0
N_000886,N_000756,168.07,2023-04-17 21:00:00,0
N_000004,M_ACT_000324,200.0,2023-04-17 21:00:00,1
N_000031,M_REC_000081,111.66,2023-04-17 21:00:00,1
N_000042,M_ACT_000292,50.0,2023-04-17 21:00:00,1
N_000424,N_000038,1845.58,2023-04-17 21:00:00,0
N_001456,N_000799,5000.0,2023-04-17 21:00:00,0
N_000780,N_000841,2201.04,2023-04-17 21:00:00,0
N_001730,N_001113,196.29,2023-04-17 22:00:00,0
N_000047,M_ACT_000569,100.0,2023-04-17 22:00:00,1
M_ACT_000543,N_001971,100.0,2023-04-17 22:00:00,1
N_000020,M_ACT_000163,500.0,2023-04-17 22:00:00,1
N_001293,N_001048,1252.54,2023-04-17 22:00:00,0
N_000092,N_000170,345.17,2023-04-17 22:00:00,0
N_000020,M_REC_000155,126.56,2023-04-17 22:00:00,1
N_000029,M_ACT_000135,500.0,2023-04-17 22:00:00,1
N_000323,N_001761,3005.31,2023-04-17 22:00:00,0
N_000647,N_000894,1799.02,2023-04-17 22:00:00,0
N_001537,N_000916,458.35,2023-04-17 22:00:00,0
N_000061,N_001029,1930.13,2023-04-17 22:00:00,0
M_ACT_000292,N_001961,50.0,2023-04-17 22:00:00,1
N_000962,N_000194,214.41,2023-04-17 23:00:00,0
N_000033,M_REC_000540,44.78,2023-04-17 23:00:00,1
N_000027,M_REC_000000,179.26,2023-04-17 23:00:00,1
N_001497,N_001585,326.25,2023-04-17 23:00:00,0
N_000800,N_001829,1916.49,2023-04-17 23:00:00,0
N_000035,M_ACT_000439,500.0,2023-04-17 23:00:00,1
N_001567,N_001544,1795.31,2023-04-17 23:00:00,0
N_000548,N_001940,170.48,2023-04-17 23:00:00,0
N_000440,N_001469,212.09,2023-04-17 23:00:00,0
N_000029,M_LAU_000263,17186.49,2023-04-18 00:00:00,1
N_000011,M_REC_000410,194.89,2023-04-18 00:00:00,1
N_000010,M_EXT_000064,360.08,2023-04-18 00:00:00,1
N_000046,M_EXT_000010,2000.0,2023-04-18 00:00:00,1
N_000009,M_EXT_000177,2000.0,2023-04-18 00:00:00,1
N_000015,M_LAU_000378,26896.85,2023-04-18 00:00:00,1
N_000049,M_EXT_000517,2000.0,2023-04-18 00:00:00,1
N_000027,M_LAU_000043,17918.08,2023-04-18 00:00:00,1
N_000029,M_EXT_000597,2000.0,2023-04-18 00:00:00,1
N_000044,M_EXT_000408,2000.0,2023-04-18 00:00:00,1
N_000037,M_LAU_000411,28018.96,2023-04-18 00:00:00,1
N_000020,M_EXT_000328,100.0,2023-04-18 00:00:00,1
N_000003,M_EXT_000382,2000.0,2023-04-18 00:00:00,1
N_000041,M_EXT_000241,319.93,2023-04-18 00:00:00,1
N_000024,M_EXT_000022,2000.0,2023-04-18 00:00:00,1
N_000000,M_LAU_000072,29841.34,2023-04-18 00:00:00,1
N_000015,M_REC_000425,119.78,2023-04-18 00:00:00,1
N_000046,M_EXT_000128,219.46,2023-04-18 00:00:00,1
N_000014,M_EXT_000359,100.0,2023-04-18 00:00:00,1
N_000021,M_EXT_000009,1893.62,2023-04-18 00:00:00,1
N_000187,N_000032,5000.0,2023-04-18 00:00:00,0
N_000003,M_LAU_000285,35809.88,2023-04-18 00:00:00,1
N_000000,M_LAU_000200,41284.19,2023-04-18 00:00:00,1
N_000028,M_EXT_000558,313.53,2023-04-18 00:00:00,1
N_000038,M_LAU_000363,15727.07,2023-04-18 00:00:00,1
M_ACT_000163,N_001979,500.0,2023-04-18 00:00:00,1
N_000032,M_LAU_000270,41635.54,2023-04-18 00:00:00,1
N_000021,M_EXT_000266,100.0,2023-04-18 00:00:00,1
N_000016,M_LAU_000399,10354.76,2023-04-18 00:00:00,1
N_000046,M_EXT_000529,497.82,2023-04-18 00:00:00,1
N_001164,N_000621,861.6,2023-04-18 00:00:00,0
N_000023,M_EXT_000095,186.26,2023-04-18 00:00:00,1
N_000049,M_EXT_000040,1463.12,2023-04-18 00:00:00,1
N_000008,M_EXT_000596,520.29,2023-04-18 00:00:00,1
N_000044,M_EXT_000199,104.96,2023-04-18 00:00:00,1
N_000017,M_EXT_000594,100.0,2023-04-18 00:00:00,1
N_000047,M_EXT_000558,143.14,2023-04-18 00:00:00,1
N_000014,M_LAU_000010,22689.52,2023-04-18 00:00:00,1
N_001368,N_001392,5000.0,2023-04-18 01:00:00,0
N_001605,N_001207,391.42,2023-04-18 01:00:00,0
M_LAU_000285,N_001988,5115.41,2023-04-18 01:00:00,1
N_000044,M_ACT_000427,500.0,2023-04-18 01:00:00,1
N_000014,M_REC_000589,176.69,2023-04-18 01:00:00,1
N_000016,M_REC_000515,58.56,2023-04-18 01:00:00,1
M_LAU_000200,N_001959,4937.14,2023-04-18 01:00:00,1
M_LAU_000010,N_001951,5654.29,2023-04-18 01:00:00,1
N_000017,M_REC_000583,12.92,2023-04-18 01:00:00,1
N_000976,N_001947,416.16,2023-04-18 01:00:00,0
M_LAU_000263,N_001971,5685.77,2023-04-18 01:00:00,1
M_LAU_000072,N_001957,3377.07,2023-04-18 02:00:00,1
N_000036,M_ACT_000439,50.0,2023-04-18 02:00:00,1
N_001985,N_000649,2324.49,2023-04-18 02:00:00,0
N_001406,N_001127,45.82,2023-04-18 02:00:00,0
N_001327,N_001835,2382.38,2023-04-18 02:00:00,0
N_001960,N_001570,300.56,2023-04-18 02:00:00,0
M_LAU_000072,N_001969,3441.14,2023-04-18 02:00:00,1
M_LAU_000378,N_001967,3189.61,2023-04-18 02:00:00,1
N_000638,N_001881,4394.14,2023-04-18 02:00:00,0
N_000033,M_ACT_000067,100.0,2023-04-18 02:00:00,1
M_LAU_000285,N_001977,4874.21,2023-04-18 02:00:00,1
M_LAU_000399,N_001972,1692.27,2023-04-18 02:00:00,1
N_000037,M_ACT_000427,50.0,2023-04-18 02:00:00,1
N_000686,N_000691,217.35,2023-04-18 02:00:00,0
N_001827,N_000786,5000.0,2023-04-18 02:00:00,0
N_000237,N_001406,534.25,2023-04-18 02:00:00,0
N_000716,N_001143,369.68,2023-04-18 02:00:00,0
N_000003,M_ACT_000249,500.0,2023-04-18 02:00:00,1
N_000009,N_001145,95.53,2023-04-18 02:00:00,0
M_LAU_000378,N_001965,3046.65,2023-04-18 03:00:00,1
M_LAU_000378,N_001987,3115.05,2023-04-18 03:00:00,1
N_000095,N_000562,618.83,2023-04-18 03:00:00,0
M_LAU_000411,N_001955,6777.11,2023-04-18 03:00:00,1
N_000811,N_000167,680.11,2023-04-18 03:00:00,0
N_000031,M_ACT_000292,500.0,2023-04-18 03:00:00,1
M_LAU_000285,N_001981,4964.31,2023-04-18 03:00:00,1
M_LAU_000378,N_001969,3080.59,2023-04-18 03:00:00,1
M_LAU_000072,N_001997,3515.83,2023-04-18 03:00:00,1
N_001726,N_001828,1633.11,2023-04-18 03:00:00,0
M_LAU_000200,N_001993,4737.28,2023-04-18 03:00:00,1
M_LAU_000399,N_001985,1677.36,2023-04-18 03:00:00,1
M_LAU_000399,N_001996,1685.2,2023-04-18 03:00:00,1
M_LAU_000270,N_001991,7849.06,2023-04-18 03:00:00,1
N_001712,N_000047,291.64,2023-04-18 04:00:00,0
N_000020,M_REC_000079,161.43,2023-04-18 04:00:00,1
N_000210,N_001660,18.31,2023-04-18 04:00:00,0
N_001150,N_000412,1140.55,2023-04-18 04:00:00,0
M_LAU_000010,N_001980,5481.67,2023-04-18 04:00:00,1
M_LAU_000200,N_001959,4917.58,2023-04-18 04:00:00,1
M_LAU_000411,N_001998,6846.07,2023-04-18 04:00:00,1
M_LAU_000200,N_001972,4737.5,2023-04-18 04:00:00,1
M_LAU_000010,N_001958,5563.64,2023-04-18 04:00:00,1
M_LAU_000263,N_001985,5414.91,2023-04-18 04:00:00,1
N_000212,N_001744,232.0,2023-04-18 04:00:00,0
M_LAU_000363,N_001983,3802.23,2023-04-18 04:00:00,1
N_000018,M_REC_000285,193.6,2023-04-18 04:00:00,1
N_000111,N_001774,1262.33,2023-04-18 04:00:00,0
N_001042,N_001327,392.66,2023-04-18 05:00:00,0
M_LAU_000399,N_001958,1578.93,2023-04-18 05:00:00,1
M_LAU_000399,N_001956,1705.6,2023-04-18 05:00:00,1
N_000790,N_000897,255.76,2023-04-18 05:00:00,0
N_001963,N_001955,5000.0,2023-04-18 05:00:00,0
N_001029,N_001080,729.28,2023-04-18 05:00:00,0
M_LAU_000363,N_001987,3572.2,2023-04-18 05:00:00,1
M_LAU_000399,N_001998,1623.08,2023-04-18 05:00:00,1
M_LAU_000411,N_001980,6831.56,2023-04-18 05:00:00,1
N_000033,M_REC_000277,197.01,2023-04-18 05:00:00,1
M_LAU_000043,N_001982,5720.67,2023-04-18 05:00:00,1
N_001386,N_000387,130.5,2023-04-18 05:00:00,0
M_LAU_000043,N_001964,5448.22,2023-04-18 05:00:00,1
N_001905,N_001994,435.78,2023-04-18 05:00:00,0
N_000025,N_001024,59.91,2023-04-18 05:00:00,0
N_001026,N_001514,29.72,2023-04-18 05:00:00,0
N_000593,N_001744,74.71,2023-04-18 06:00:00,0
M_LAU_000072,N_001961,3388.76,2023-04-18 06:00:00,1
N_001426,N_001383,152.36,2023-04-18 06:00:00,0
M_ACT_000249,N_001974,500.0,2023-04-18 06:00:00,1
M_LAU_000072,N_001999,3523.48,2023-04-18 06:00:00,1
M_LAU_000043,N_001969,5865.23,2023-04-18 06:00:00,1
M_LAU_000200,N_001955,4941.66,2023-04-18 06:00:00,1
M_LAU_000378,N_001969,3078.99,2023-04-18 06:00:00,1
N_000040,M_ACT_000020,500.0,2023-04-18 06:00:00,1
M_LAU_000200,N_001955,5062.11,2023-04-18 06:00:00,1
M_LAU_000378,N_001986,3140.11,2023-04-18 06:00:00,1
N_000007,M_ACT_000249,50.0,2023-04-18 06:00:00,1
N_001791,N_001330,380.43,2023-04-18 06:00:00,0
N_001429,N_001912,1331.43,2023-04-18 06:00:00,0
M_LAU_000072,N_001968,3461.28,2023-04-18 07:00:00,1
M_LAU_000285,N_001979,4683.25,2023-04-18 07:00:00,1
N_000013,M_ACT_000569,50.0,2023-04-18 07:00:00,1
M_LAU_000200,N_001971,4781.0,2023-04-18 07:00:00,1
M_LAU_000411,N_001950,6622.19,2023-04-18 07:00:00,1
N_000153,N_000251,505.47,2023-04-18 08:00:00,0
N_001540,N_001948,61.1,2023-04-18 08:00:00,0
N_000032,M_REC_000407,40.17,2023-04-18 08:00:00,1
N_000302,N_001344,152.12,2023-04-18 08:00:00,0
M_ACT_000020,N_001972,500.0,2023-04-18 08:00:00,1
N_000009,M_REC_000367,75.81,2023-04-18 08:00:00,1
N_001054,N_001846,165.97,2023-04-18 08:00:00,0
M_LAU_000270,N_001958,8107.89,2023-04-18 09:00:00,1
N_000025,M_ACT_000249,500.0,2023-04-18 09:00:00,1
N_000150,N_000398,2882.26,2023-04-18 09:00:00,0
M_LAU_000378,N_001981,3299.47,2023-04-18 09:00:00,1
N_000149,N_000007,2850.49,2023-04-18 09:00:00,0
N_000321,N_000219,117.1,2023-04-18 09:00:00,0
N_000003,M_REC_000259,15.32,2023-04-18 09:00:00,1
N_000014,M_REC_000155,171.14,2023-04-18 09:00:00,1
N_000431,N_000720,2612.06,2023-04-18 09:00:00,0
N_000992,N_000851,5000.0,2023-04-18 09:00:00,0
