,gnn_proba
C2096684011,0.0025169693
C2096691272,1.9206824e-05
C2096708444,0.0030419251
C2096727909,0.0025089933
C2096733778,0.0043768375
C2096743092,0.003506028
C2096753680,0.0043900996
C2096755233,0.0034659735
C209677943,0.0034887944
C2096789763,1.338918e-05
C2096800699,2.0396943e-05
C2096801186,0.0036912358
C2096804921,0.002559535
C2096814234,0.0034721273
C2096842039,0.0034327
C2096858968,1.3322717e-05
C2096865022,0.0037923744
C2096891910,0.0055789864
C2096906760,0.002539066
C2096911724,1.3063728e-05
C2096913355,0.9999995
C2096913895,1.2203472e-05
C2096924215,1.0
C2096927584,0.004588324
C2096937096,0.0025126643
C2096942527,0.00026969402
C2096943696,0.0034459992
C2096958112,1.2875948e-05
C2096967727,1.8119516e-05
C2096977255,0.003687096
C2096985085,4.397937e-05
C2096987876,0.9999988
C2096998159,4.6900568e-05
C209701271,0.0001733118
C2097046093,0.0034826926
C2097046559,0.003580772
C2097062348,0.005362169
C2097065768,0.005418868
C2097085503,0.00041805799
C2097088769,1.8220971e-05
C2097103123,1.0
C2097125586,0.0035129653
C2097131221,0.003455362
C2097142958,1.2325345e-05
C2097175967,0.0034978646
C2097180419,0.00301215
C2097187330,0.0030730213
C2097188409,0.0025096484
C2097207465,2.0922831e-05
C2097208529,0.00251341
C2097210626,1.9838815e-05
C2097224214,1.0
C2097246222,8.3543266e-05
C2097269853,4.7447596e-05
C2097276812,0.002545996
C2097301606,1.0
C20973202,4.0702496e-05
C2097325847,0.0035195132
C2097378098,0.0030124022
C2097394630,0.0035936842
C2097400951,0.0066780914
C209740901,1.0
C2097433911,0.9999989
C209744973,0.004722455
C2097450156,0.0035520871
C2097458881,1.980464e-05
C209746228,0.00455707
C2097468506,1.2299629e-05
C2097468636,0.0034614885
C2097473283,0.009905136
C2097476885,0.002584647
C2097483891,0.0035482917
C2097491401,0.0052324617
C2097491816,0.003139269
C20974931,0.004370585
C2097511636,0.0025283596
C2097546643,0.00016470006
C2097556061,2.1080694e-05
C2097600303,0.0034700045
C2097608088,0.0025355793
C2097617040,2.0153455e-05
C2097629604,2.2919245e-05
C2097652166,1.8779952e-05
C20976616,0.005477165
C209767449,0.00031904966
C2097684012,2.5270734e-05
C2097692432,1.0
C2097698312,1.815089e-05
C209770036,0.0026262512
C2097711123,1.2257381e-05
C2097714695,0.0025269084
C2097716205,1.228221e-05
C209771641,1.9356725e-05
C2097724231,0.002499489
C209773283,1.897414e-05
C2097738006,0.0025685348
C20977437,0.0030190614
C2097745885,0.005317312
C2097746349,2.553401e-05
C2097760632,0.0045105084
C2097764622,1.2481205e-05
C2097764946,0.005578018
C2097780995,1.0
C2097786726,1.0
C2097806662,1.3811584e-05
C20978179,1.9036923e-05
C2097819356,0.0035089278
C2097840049,0.002503356
C2097861133,2.1519847e-05
C2097862283,0.003555368
C2097879480,2.5155801e-05
C2097898404,0.0024864057
C2097911964,0.0035451655
C2097916587,1.2368922e-05
C2097920924,0.0035535963
C2097925267,0.0035341913
C2097932050,0.007058516
C2097949522,0.00307005
C209796122,2.0297073e-05
C209796396,1.0
C2097966177,1.3675824e-05
C2097977873,0.0044909827
C2097982623,0.0025042205
C2097988897,1.7925066e-05
C2097997720,4.329847e-05
C2098006146,0.0034577602
C2098026006,0.002489955
C2098031793,0.004450378
C2098060528,0.00472069
C2098065398,0.005396015
C2098076266,0.004532348
C2098097142,0.005915789
C2098108724,0.003480995
C2098111503,1.9843206e-05
C2098123763,0.0024995913
C2098127314,0.0034292585
C2098130334,1.4316012e-05
C2098139787,0.003503059
C2098154477,0.0025601084
C2098155966,0.011189337
C2098166987,0.0034872764
C2098190269,1.6220372e-05
C209819087,0.0035671229
C2098207513,0.99999976
C2098217656,1.2576828e-05
C2098219678,0.0030052285
C2098237436,0.004500362
C2098238832,6.550816e-05
C2098261085,0.0035605629
C2098266515,2.1979362e-05
C2098276780,6.0238293e-05
C2098308110,1.0
C209832284,0.0034685587
C2098324176,0.0030723042
C209833873,1.828805e-05
C2098341357,0.0030797734
C209834614,0.0055878684
C2098374132,0.0044759694
C2098382104,1.0
C2098386124,1.0
C2098386952,0.0043829153
C2098397675,0.0045568836
C2098400672,0.0025245466
C2098402429,1.9340543e-05
C2098423754,0.0035777674
C2098433533,4.6024357e-05
C2098437340,1.250228e-05
C2098454031,0.003747113
C2098458693,0.0025431374
C209846260,4.62069e-05
C2098468792,2.9177949e-05
C2098473550,0.0026314284
C2098497816,4.7687197e-05
C209849944,0.9999987
C2098507407,0.0034528377
C2098508668,5.531822e-05
C2098508979,0.0030649158
C2098509051,6.725822e-05
C2098517312,0.006078686
C2098530042,4.386678e-05
C209853247,5.8519174e-05
C2098538993,0.00014353936
C2098549953,6.453138e-05
C2098568041,4.8852613e-05
C2098580960,1.2520966e-05
C2098596283,0.004082074
C2098599173,1.0
C209859932,0.0061442065
C2098621997,5.1777675e-05
C2098623412,0.0055176723
C2098629969,0.0034847716
C2098630741,0.0024970784
C2098633557,0.9999988
C2098640990,0.0025943248
C2098642145,1.2814539e-05
C2098652030,0.0007081577
C2098656408,0.99999416
C2098657691,1.8993294e-05
C209867871,0.0024895165
C209868118,1.0
C2098689260,2.0520505e-05
C2098690005,0.0034655076
C2098695043,1.8465205e-05
C2098709931,0.003026098
C2098721451,0.00031440592
C2098756580,0.003062948
C2098758064,1.3138982e-05
C2098759815,8.695517e-05
C2098770464,0.99999404
C2098786970,1.9936946e-05
C2098789515,1.9549045e-05
C2098801032,1.0
C2098801254,0.0040751062
C2098816307,0.0025012516
C209883373,0.0035252152
C2098838802,0.0035585975
C2098839438,0.0030372257
C2098859774,0.0025522767
C2098880506,2.0039479e-05
C2098880793,1.3007674e-05
C2098887541,1.2426159e-05
C2098887640,0.0035408842
C2098901892,5.7915597e-05
C2098923746,0.0037443049
C2098932018,4.6593592e-05
C2098941820,1.2866435e-05
C2098949537,0.0025025024
C2098959289,0.0036971783
C2098966695,4.4590284e-05
C209896760,0.0025137425
C2098974354,0.003494635
C2098986804,0.00016152547
C2099012441,1.27073e-05
C209901373,1.0
C2099014652,0.005674485
C2099026448,1.2918813e-05
C2099030413,0.003018687
C2099043259,1.9480745e-05
C2099044031,3.111123e-05
C2099068303,0.0053960485
C2099075279,1.8441273e-05
C209907745,0.0054687485
C2099089843,1.2620744e-05
C209909249,0.0035494636
C20990982,0.0034516186
C2099101194,2.0207166e-05
C2099111126,4.6638444e-05
C2099115334,1.899835e-05
C2099116816,1.9754802e-05
C2099125088,0.0035399059
C2099138817,4.8220583e-05
C2099141021,1.0
C2099146134,1.4092238e-05
C2099149903,5.698209e-05
C2099151059,3.6209305e-05
C2099151246,0.0008485375
C2099167389,0.0035763634
C2099173172,1.0
C2099179108,0.0035658316
C2099186137,1.29247655e-05
C2099190567,0.003030312
C2099193402,0.0024873163
C2099194111,2.0822587e-05
C209919786,0.003567377
C2099236152,1.3460748e-05
C2099240617,2.1600943e-05
C2099268510,0.0030089943
C2099269188,0.0037056592
C2099277764,0.0036920991
C2099277795,0.00051569217
C2099278591,1.2227259e-05
C209927889,0.0025153176
C2099282914,0.005451151
C2099286117,1.8859802e-05
C209928657,0.9999926
C2099295010,0.0035033373
C2099298179,1.3828612e-05
C2099314546,1.2768477e-05
C2099337940,0.002523968
C2099339743,2.1051805e-05
C2099346391,1.2913713e-05
C2099349849,0.0025018156
C2099371609,0.0061511965
C2099382876,2.2669888e-05
C2099413221,0.0052448036
C2099422266,0.004438087
C2099454869,2.1435748e-05
C2099456805,0.0036043052
C2099465781,0.0025694915
C2099505100,4.5372937e-05
C2099513383,1.3566371e-05
C2099527488,0.0025222336
C2099547049,1.9729252e-05
C2099558711,0.0024869652
C2099584562,0.0045233574
C2099594625,0.0035031205
C2099623572,0.99999905
C2099642665,1.366086e-05
C2099647578,1.24299995e-05
C2099648732,0.002511779
C2099657661,0.003544113
C2099661942,4.0674637e-05
C2099664947,1.5380281e-05
C2099665666,0.002516124
C2099678081,0.0030219997
C2099684232,0.0057392023
C2099684775,0.99999595
C2099688336,7.097188e-05
C2099729605,1.944277e-05
C2099737855,1.3504929e-05
C2099737873,1.31858515e-05
C2099751278,1.905e-05
C2099767745,1.3014958e-05
C2099780546,0.9999926
C209982063,0.002519118
C2099833521,0.0035031007
C209983864,0.0036055725
C2099838717,1.8915476e-05
C2099843773,0.0030899385
C209984862,0.0036242278
C2099850082,0.004030586
C2099852206,0.0035083895
C2099876619,1.509302e-05
C2099883148,4.017989e-05
C2099887210,0.0052313693
C2099892089,1.0
C2099924797,0.0040300083
C2099932262,2.4341758e-05
C2099946567,2.84195e-05
C2099952089,1.0
C2099964006,0.003466588
C2099964870,4.3547177e-05
C2099965625,0.0045194146
C2099976533,1.2649434e-05
C2100014537,0.99999917
C2100024016,1.2531478e-05
C2100034030,0.0030556095
C2100046321,2.539687e-05
C2100057656,0.0046323556
C2100069111,1.2708294e-05
C2100070129,0.00796406
C2100086164,0.0035465588
C2100089206,0.0025383353
C2100115731,1.9731078e-05
C2100125193,0.0035026995
C2100125795,2.0375714e-05
C2100126030,0.0035339696
C210014516,1.9812289e-05
C2100147068,0.00010760393
C2100152368,0.9999993
C210016176,0.0045625563
C21001973,0.002560073
C2100222508,0.9999988
C2100223901,1.3206982e-05
C2100244428,0.0030805743
C2100283059,0.0035787546
C2100316823,1.3756847e-05
C2100326078,0.005451725
C2100344651,0.0024873319
C2100351754,1.5495987e-05
C2100359787,0.0025488276
C2100372072,1.3011049e-05
C2100375033,1.905158e-05
C2100376236,0.0035251682
C2100380768,0.0036932074
C2100381776,1.0
C2100405891,0.0035271253
C2100440237,1.0
C2100450407,1.897843e-05
C2100484679,1.2678662e-05
C2100485757,1.3402556e-05
C210049000,0.0025325385
C2100507468,0.0025633895
C2100513047,0.006608014
C2100520944,0.0025099528
C2100568549,0.0035673091
C21005811,1.8439603e-05
C2100587509,0.0030079216
C2100591341,1.4252069e-05
C2100602462,1.0
C210060666,0.0015495251
C2100612705,0.0035104721
C2100646264,1.3528699e-05
C2100671557,0.0030119282
C2100673631,0.0038332317
C2100685694,1.2882458e-05
C2100688725,0.004082108
C2100691147,0.0024891626
C2100697052,0.0024849097
C2100715261,0.0053011505
C2100733406,0.0024965901
C2100751452,0.002491827
C2100751684,0.0001997234
C2100751686,0.0030308592
C2100773441,7.159275e-05
C2100787667,2.0920079e-05
C2100791242,1.0
C2100808536,0.0043942616
C2100812901,0.004536246
C2100813963,0.99999404
C2100817029,0.0036605715
C2100824966,1.0
C2100855919,4.9728616e-05
C2100877994,1.0
C2100888772,0.0034324832
C2100895029,1.3213294e-05
C2100900861,0.0035107492
C2100912923,1.856502e-05
C2100933025,0.004932524
C210095290,1.8554047e-05
C2100962351,0.0024896092
C2100966788,0.006679876
C2100987310,1.5796368e-05
C2101005033,2.1776066e-05
C2101019937,0.00014355757
C2101026057,0.0024861607
C2101037500,1.2636183e-05
C2101082807,0.0030923856
C2101097610,2.0416424e-05
C2101107898,0.0034948974
C2101118894,0.0024878136
C2101125954,0.0035272927
C2101131639,0.9999987
C2101135589,0.003674172
C2101141640,0.004510855
C2101160428,4.4938577e-05
C2101170508,0.00250193
C2101174402,1.0
C2101225517,0.004519947
C2101225912,1.8956289e-05
C2101227966,1.0
C2101247370,1.0
C2101248084,2.1416172e-05
C2101254654,0.0030784472
C2101257513,0.00941251
C2101263317,0.09042559
C2101272000,0.9999926
C2101274327,0.003595162
C2101280465,2.0921076e-05
C2101287314,1.40160555e-05
C2101287540,1.9016437e-05
C2101320157,0.0045981305
C2101333550,0.00353934
C2101345143,2.4309558e-05
C2101345512,0.0030441324
C2101363271,1.2649253e-05
C2101365935,0.0025378475
C2101383397,0.003867737
C2101384342,0.00018517082
C2101386589,0.0053144125
C2101393160,1.3816722e-05
C2101432731,0.0036572914
C2101441217,0.0034696236
C2101451944,1.2635328e-05
C2101453412,4.1882253e-05
C2101454832,1.2496367e-05
C2101459290,1.2856917e-05
C2101459940,4.5506225e-05
C2101479601,0.0035054185
C2101486540,0.004086716
C2101503591,0.0043998933
C2101506071,0.0034549413
C2101527076,0.9999888
C2101551536,0.003649758
C2101551809,0.0034374748
C2101559853,0.0026324026
C2101562170,1.0
C210156772,0.006113123
C2101567803,0.005352072
C2101608349,0.0030388765
C2101609554,0.0048577674
C2101610950,1.922385e-05
C2101615403,0.003450743
C2101621270,1.3116546e-05
C2101625727,1.910192e-05
C2101658626,0.004627974
C2101672749,0.0045288983
C2101686389,0.9999943
C210168934,1.0
C2101693226,2.0470896e-05
C2101701750,0.003486286
C2101733412,1.981176e-05
C2101738772,0.002513379
C2101749700,0.002535566
C2101753381,0.0030759093
C2101762472,1.0
C2101780011,4.607503e-05
C210179008,1.8777659e-05
C2101791865,1.5535585e-05
C210179666,0.0044370773
C2101800666,1.548188e-05
C2101824236,0.0062392307
C2101830255,4.98409e-05
C2101848844,4.34041e-05
C2101861114,1.2751452e-05
C2101871192,0.0030818149
C2101891775,1.0
C2101900187,1.8900077e-05
C2101903146,0.00407601
C2101912563,2.5693658e-05
C2101924004,1.8750443e-05
C2101931043,1.7911923e-05
C2101934166,0.0034522337
C2101957041,0.0047028223
C2101974242,0.003480089
C210197843,0.00262097
C2101986767,0.0036171353
C2102014610,0.004522415
C2102033492,0.0045345407
C2102040020,2.0169336e-05
C2102041980,4.834163e-05
C2102058838,0.9996786
C2102063430,0.0024946574
C2102090319,2.1109905e-05
C2102099654,0.0035510676
C2102108743,4.4143748e-05
C2102118996,0.0046124617
C2102123584,0.003509732
C2102127229,1.2565848e-05
C2102132968,0.003509972
C2102133048,0.0025372633
C2102147405,0.0025082366
C2102148791,1.5106297e-05
C2102154456,1.2715811e-05
C2102170339,0.0025403511
C210221860,4.494865e-05
C2102218967,0.0035532687
C2102231751,1.987256e-05
C2102239770,0.0054619336
C2102261974,0.004533574
C2102265902,0.9998759
C2102293306,0.0055797454
C2102312574,0.0040813987
C2102326138,1.8368662e-05
C2102374682,0.99999714
C2102380212,0.0034996367
C2102380663,0.0030552843
C2102402922,0.0030442076
C2102415449,0.0035164922
C2102444284,0.003488639
C2102471265,1.0
C2102473649,1.0
C2102476258,0.0034698283
C2102497294,0.0030395284
C2102537397,0.0036043036
C2102549317,6.469916e-05
C2102563315,0.0035576408
C2102565698,1.2971527e-05
C210257811,0.006633134
C2102579695,0.0035435923
C2102581978,1.31888955e-05
C2102586050,0.0025515326
C2102590443,0.0010335629
C2102617410,1.4084311e-05
C2102633237,2.0880416e-05
C2102646541,1.0
C2102651625,0.99999595
C21026953,1.5529171e-05
C2102709521,1.2621887e-05
C2102709612,0.002543389
C2102734436,0.0025229931
C2102741581,1.26632185e-05
C210274741,0.003019403
C2102767053,1.0
C2102781247,0.0034688953
C2102788966,1.3765378e-05
C2102809069,0.005616152
C2102818166,1.3046436e-05
C2102839417,0.0025841491
C2102861202,0.0037834083
C2102861540,0.00014861795
C2102871816,0.004748162
C2102888884,0.0034364231
C2102890342,0.0060569537
C2102896230,0.0034692332
C2102903480,0.0034977316
C2102912146,1.6028345e-05
C2102921432,1.958814e-05
C210292529,5.8325517e-05
C210293596,1.9088407e-05
C2102943207,0.006518573
C2102958695,0.0054610944
C2102962141,1.22011215e-05
C210299141,0.0040761265
C2102993154,8.433538e-05
C2103002066,0.0024858557
C2103002540,0.0037834763
C2103025895,1.25490815e-05
C2103037987,0.004375834
C2103041591,2.0593374e-05
C2103042649,0.0046341987
C2103073329,0.99999917
C2103098339,0.0046790857
C2103100169,0.0035638565
C2103103436,0.0035693746
C210313370,2.0338728e-05
C2103141216,0.007361657
C2103141643,0.003477923
C2103158022,1.3779718e-05
C2103159850,1.9092304e-05
C2103176725,0.0053979275
C2103192622,1.8125082e-05
C2103202604,0.0046260194
C210321226,0.005174698
C2103213802,1.0
C2103234501,1.0
C2103248565,0.003525379
C2103255936,0.0031123648
C2103265286,0.9999925
C2103279017,0.0035061615
C2103284284,0.0024984598
C2103286049,0.0027108819
C2103291400,2.5421272e-05
C2103294756,0.004413123
C2103301864,0.002565379
C2103309188,1.2286381e-05
C2103312673,2.0138315e-05
C2103315174,0.0035006944
C2103323902,0.0034830966
C2103333451,0.0072373357
C2103345517,0.0035720104
C2103352529,0.002552823
C2103355598,1.0
C2103358251,0.0035099932
C2103363879,0.0035364628
C2103366345,1.0
C2103373394,0.005575834
C2103375728,0.0057414146
C2103377592,0.003499753
C2103409481,0.0025540872
C2103419302,1.4885622e-05
C21034216,0.0037933637
C2103460628,1.2805402e-05
C2103464214,0.0044433717
C2103475230,0.0030105507
C2103491887,4.521179e-05
C2103493083,2.0294576e-05
C2103508153,1.4023289e-05
C2103514573,0.0025463677
C2103533567,4.6628356e-05
C2103535718,0.003498973
C2103544710,0.0061323848
C2103550727,1.0
C2103598764,0.006935872
C2103602452,1.2975722e-05
C2103606588,1.8088456e-05
C2103619940,0.0045985603
C2103667809,0.004659449
C2103671523,0.00011028542
C210367155,0.004501999
C2103700405,1.2537945e-05
C2103703197,1.9642988e-05
C2103704425,5.1753188e-05
C2103712444,1.378821e-05
C2103767966,0.00014124978
C2103772739,2.2241069e-05
C2103778669,1.9296896e-05
C2103781935,0.0025481768
C2103789903,0.003461785
C2103796074,0.0025092594
C2103815543,0.0034356166
C210382222,0.004436363
C2103856754,0.004563551
C2103887061,0.002490321
C2103890227,0.0036619438
C21038903,7.826872e-05
C2103896065,2.4713974e-05
C2103915496,6.074233e-05
C2103921499,1.2979669e-05
C2103925250,0.0035404775
C2103925809,1.863331e-05
C2103928178,0.9999987
C2103943583,0.0025176252
C2103973681,1.8532935e-05
C2103988979,2.6016263e-05
C2104003322,1.2747172e-05
C2104011541,0.0025079802
C2104015894,5.6296038e-05
C2104045540,0.002501725
C21040708,0.002609155
C2104103424,0.00012995819
C2104107497,0.0055837682
C2104114218,0.0026103696
C2104120887,0.0036872888
C2104125713,1.8760102e-05
C2104129252,1.254499e-05
C2104165942,1.3770457e-05
C2104166124,1.9042316e-05
C2104186082,0.0025476532
C2104192043,2.054984e-05
C2104221076,0.0040282095
C2104227592,0.00404435
C2104244529,2.550174e-05
C21042462,2.3224855e-05
C2104265704,0.0034644124
C2104292847,0.0031135012
C2104304705,0.0034982765
C2104319408,0.0055163717
C2104329324,0.002547418
C2104337173,2.8491193e-05
C2104351740,1.8169976e-05
C2104355355,1.7972838e-05
C2104368220,1.7933444e-05
C2104371939,1.3228727e-05
C2104374402,1.4204226e-05
C2104381718,0.0047100508
C2104400213,1.894075e-05
C2104406132,2.0179783e-05
C2104429834,0.0025280265
C2104442576,0.0035695846
C2104445082,0.0037566056
C2104458056,0.0025311594
C2104463334,0.00253153
C2104468939,0.0046459944
C2104469789,0.0035026611
C2104507826,3.132319e-05
C2104539672,0.0007437121
C2104543853,2.3323424e-05
C2104545947,0.0034652904
C2104547675,0.0034536398
C2104553020,0.0045254426
C2104560434,2.566731e-05
C2104593852,4.758467e-05
C2104620543,0.0030346916
C2104621109,1.0
C2104625688,0.0045471434
C2104637765,1.0
C2104652067,0.99932826
C2104655508,1.0
C2104667297,0.0035841896
C2104669058,0.00012080528
C2104723651,1.8286253e-05
C2104729475,2.7461112e-05
C2104740467,2.5833066e-05
C2104749938,0.0035150673
C2104752848,0.003514927
C2104780008,0.004100856
C2104788607,5.1038307e-05
C2104809432,2.0061985e-05
C2104816494,1.0
C2104822653,1.2436733e-05
C2104835939,0.004508042
C2104839001,1.35302325e-05
C2104846158,0.0070103016
C2104850902,2.047521e-05
C2104862657,0.0034720316
C2104868864,0.0044460273
C2104870243,1.0
C2104874150,0.0025012041
C2104900499,0.0034330804
C2104908972,0.99999297
C2104915676,2.5645853e-05
C2104922877,0.0024956106
C2104923962,1.8778483e-05
C2104935185,0.99999356
C2104963576,1.2626535e-05
C2104964119,0.003034967
C2104993478,0.0035023384
C2104997934,1.2489958e-05
C210502458,2.1812688e-05
C2105033517,2.1091853e-05
C2105043392,0.003049297
C2105073749,0.007492277
C2105078022,1.8920275e-05
C2105090352,0.9999999
C210510127,1.4551732e-05
C2105102970,1.3370245e-05
C2105125596,0.0025139805
C2105125928,2.2737093e-05
C2105167488,0.00010623125
C2105172984,0.0048327385
C2105188020,2.00683e-05
C2105192275,0.0024880678
C2105210728,1.2384302e-05
C2105258773,0.0046653687
C2105267454,0.0055485168
C2105268300,0.002519728
C2105281533,1.4084029e-05
C2105281585,2.1174706e-05
C2105292827,1.9799956e-05
C2105295111,7.332235e-05
C2105305841,0.003505265
C210531350,0.003428885
C2105343087,1.2521456e-05
C2105343189,1.9214007e-05
C2105358806,1.301589e-05
C2105369432,1.0
C2105378615,0.0045313067
C2105391086,0.009527942
C2105420433,4.5712004e-05
C2105441851,0.0035270378
C2105442141,0.0044829207
C2105443541,0.0040805186
C2105445146,0.9999993
C2105455098,0.0045302575
C2105456410,0.007045647
C2105467982,0.0073010535
C2105481801,0.0045679044
C2105500601,0.007003083
C2105515298,0.0034365524
C2105518895,0.0025113511
C2105554086,0.0024988924
C2105568158,0.002537442
C210557714,0.0035778114
C2105577470,0.0003411345
C2105591917,2.056019e-05
C2105599291,0.0035571302
C2105616589,0.0025784443
C2105619161,0.0055707362
C210563317,0.003685527
C2105645265,1.0
C2105656282,0.0036607073
C2105658986,1.8648652e-05
C2105666791,0.002517975
C2105670348,1.2813831e-05
C2105673103,0.9999933
C2105674192,0.0025523435
C2105679159,0.0025911287
C2105686594,0.0035417934
C2105694114,1.2499037e-05
C2105700455,0.0035230215
C2105703069,1.8924102e-05
C2105708449,0.006121345
C2105708452,0.004458591
C2105718356,0.00113683
C2105733042,0.00012236649
C2105758810,0.003478624
C2105780090,0.00255508
C2105806602,1.890709e-05
C2105826123,2.5843907e-05
C2105842047,0.0036422228
C2105844723,0.0030411803
C2105844847,5.012933e-05
C2105845615,0.0034942152
C2105858660,4.7794456e-05
C2105868473,0.003708447
C2105870239,0.002534371
C2105875083,0.0034676224
C2105884112,0.0025728946
C2105920879,0.00616415
C210594206,2.1025202e-05
C2105969623,0.0066602402
C2106051155,9.61048e-05
C2106054895,1.29232985e-05
C2106061905,0.003051165
C2106079970,0.003477606
C2106092136,0.0025599184
C2106100460,0.0036717416
C2106115394,0.0051141586
C210611720,4.580141e-05
C2106121979,0.005421228
C2106123216,1.4038664e-05
C210615466,1.0
C2106157226,0.0030494495
C2106159705,0.0035234469
C210618858,0.0035285251
C2106196843,0.005636716
C2106211047,1.0
C2106215408,2.4192836e-05
C21062569,0.00013321801
C2106262081,0.0034526114
C2106297523,0.00347218
C2106301831,8.418408e-05
C2106314915,0.0036539743
C2106318513,2.6182224e-05
C2106321612,0.011031234
C2106390253,5.0464554e-05
C2106403536,0.0036227335
C2106408365,0.00017904965
C2106414963,1.3070059e-05
C2106418421,0.0024905317
C2106418441,0.0045198463
C2106418971,4.490015e-05
C2106433715,1.4628049e-05
C2106450729,1.3797708e-05
C2106459567,0.00013941775
C2106496048,0.00017261697
C2106513747,1.2197526e-05
C2106531280,0.005357794
C2106540660,0.0025083334
C2106544254,2.147704e-05
C2106546412,0.00403198
C2106574163,0.9999993
C2106575816,1.8722478e-05
C2106576360,7.463483e-05
C2106576923,5.1653245e-05
C2106586357,0.0034703822
C2106605011,0.00014662297
C2106614964,1.2744802e-05
C2106619791,0.0045323996
C2106634467,0.0025136147
C2106642180,1.8006242e-05
C2106643654,0.00011599542
C2106662836,1.9412184e-05
C2106677676,0.0034467033
C2106698103,2.0717194e-05
C210670217,2.72796e-05
C2106704743,0.0035142242
C210670503,0.0024915172
C2106735567,2.029564e-05
C2106740657,1.25440565e-05
C2106764671,0.0025702138
C2106764761,0.0024997708
C210678404,1.0
C2106806449,0.0034787992
C2106812355,2.5492523e-05
C2106815899,0.0005443824
C2106818999,1.829956e-05
C2106839267,1.969352e-05
C2106839284,0.0025878686
C2106853564,6.7410976e-05
C2106880723,0.99999905
C2106896276,0.0035152326
C2106897139,2.7684035e-05
C2106903333,0.0034895125
C2106908510,2.9628942e-05
C210690944,0.0025627813
C2106943780,0.002551132
C2106946117,0.0035940073
C2106950445,1.8988749e-05
C2106953603,0.0025011266
C2106954251,0.0044077314
C2106961452,2.4753715e-05
C2106978274,0.0034691966
C2107000276,0.9999994
C2107001359,0.0034505036
C2107012199,0.0025828101
C2107028014,0.0043709376
C2107034263,2.3268707e-05
C2107037250,0.00015946639
C2107039064,0.00023540635
C210705907,0.00012724477
C2107063643,0.0004540992
C2107067819,1.0
C2107086198,0.0045705047
C2107102414,1.2424594e-05
C2107114393,0.0035123676
C210713062,9.704709e-05
C2107135710,0.0001745851
C2107178109,2.0793022e-05
C210720116,0.002583977
C2107203461,1.0
C2107212281,1.3298244e-05
C2107239499,0.0054512676
C210726013,1.3719951e-05
C2107262593,0.0025397795
C2107268831,3.7860424e-05
C2107299980,4.506595e-05
C2107301927,0.0040260865
C2107309191,2.7436767e-05
C2107312286,8.627508e-05
C2107325495,0.0040845126
C210739503,2.1948925e-05
C2107395093,2.3041905e-05
C210740885,1.0
C2107417304,0.0034473487
C2107447979,0.0066314274
C2107451025,0.0035348933
C2107457281,0.0034816752
C2107458546,0.002490674
C210746317,0.0025520993
C2107464159,2.159987e-05
C2107476765,5.6458182e-05
C2107490990,1.3894708e-05
C2107516555,0.0066660605
C2107516726,1.8564915e-05
C2107525841,0.003493466
C2107530821,4.8539205e-05
C2107532963,0.0025319622
C2107533917,1.3102182e-05
C2107544188,2.0992284e-05
C2107551462,0.0031206924
C2107562172,1.0
C2107581645,1.930529e-05
C210758266,2.317826e-05
C2107601971,0.0035113567
C2107640169,1.2935726e-05
C2107655797,4.4732235e-05
C2107675166,0.0024909663
C2107678247,4.7473397e-05
C2107685115,0.0034888345
C2107686948,0.0030737007
C2107703562,0.00015214484
C2107705166,0.9999987
C2107713948,1.2407508e-05
C2107714772,1.9723424e-05
C2107722250,0.0045794602
C2107733213,0.00016507173
C2107736622,0.0030248512
C2107741759,2.0267207e-05
C2107748325,0.003515004
C2107780464,0.002518979
C2107788696,1.2332046e-05
C2107792216,2.2335465e-05
C2107796474,0.002517253
C2107807208,0.003065697
C2107810548,4.4210185e-05
C2107841981,1.2936417e-05
C2107861121,2.0098827e-05
C2107877201,0.005237527
C2107895199,1.33451995e-05
C2107911565,0.0061154207
C2107935820,0.00054239825
C2107950957,0.0046817004
C2107960573,5.960459e-05
C2107965046,0.0055255005
C2108004129,1.9663605e-05
C2108012874,6.158355e-05
C210802698,0.0035209984
C21080297,0.003752329
C2108043994,0.00271266
C2108062709,0.0025534835
C2108097698,8.891374e-05
C2108098774,1.9832043e-05
C210811271,0.0034852389
C210811688,1.417301e-05
C2108140930,4.647484e-05
C2108146474,0.0024911477
C2108146911,2.174471e-05
C2108150954,0.002491489
C2108154344,4.554678e-05
C2108164163,0.00557147
C2108166115,0.004391019
C2108171382,0.003519321
C2108171676,7.103416e-05
C2108197755,2.2131808e-05
C2108203980,1.9809777e-05
C2108233856,1.2780782e-05
C2108241895,0.0052587762
C210824579,0.004374338
C2108276057,0.0024929235
C2108285003,8.903914e-05
C2108335657,0.0037262447
C2108336684,6.0064598e-05
C210833977,0.0036941061
C210834773,0.008164339
C2108353776,1.0
C2108367625,1.887263e-05
C2108384152,0.0024896956
C2108408008,4.7366222e-05
C2108418430,0.0025287142
C2108426428,1.0
C2108428661,1.2288245e-05
C2108428953,2.8625733e-05
C2108431830,1.992596e-05
C2108455110,0.0001514573
C2108455698,0.0035404135
C2108462792,0.0025062966
C2108468076,2.7269143e-05
C2108496079,6.0133778e-05
C2108499772,0.002549533
C2108500911,0.004407031
C2108518828,0.0025521782
C2108543590,0.0040114094
C2108549836,0.003038953
C2108567406,0.003436928
C2108577700,1.3312659e-05
C2108605779,0.004563191
C210862369,1.980838e-05
C2108626498,2.000967e-05
